label,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,hand
A,678.35,763.21,796.41,790.9,799.14,-0.0204,9.4856,0.3647,-0.1152,-0.0802,0.0208,right
K,496.02,201.34,372.87,820.2,795.92,1.1286,9.1356,3.0295,-0.0032,-0.0632,0.0599,right
A,652.58,811.79,812.3,788.8,796.38,0.2094,9.587,0.5444,0.0605,-0.0042,-0.0332,right
P,508.1,186.26,489.2,773.73,807.91,-2.877,5.019,7.5353,0.0436,0.0857,-0.0185,left
J,806.54,806.46,793.16,813.05,189.1,0.0432,9.517,0.1681,3.1098,0.4917,1.9794,right
K,492.9,201.56,392.95,822.71,796.02,-1.3549,9.1277,2.9484,0.0109,-0.0185,-0.0074,left
R,506.02,202.35,252.03,843.65,786.31,0.0991,9.5648,1.6642,-0.0003,-0.0185,0.1236,right
V,520.82,222.56,200.48,784.74,828.73,-0.6473,9.0288,2.3593,-0.0224,0.0736,-0.0914,left
S,745.46,825.23,821.27,797.17,796.32,0.1193,9.468,0.4097,-0.0841,0.0164,-0.0074,right
T,618.98,780.05,804.48,806.61,801.26,-0.1944,9.735,0.6156,-0.124,0.0549,0.009,left
Z,482.76,185.13,779.04,771.12,812.61,-0.7006,9.0905,2.1071,2.5305,1.5774,1.0238,left
A,658.51,808.8,829.16,827.88,791.4,-0.1701,9.8033,0.6592,-0.0209,-0.0071,0.1103,left
J,828.13,818.02,804.27,786.59,197.66,0.0681,9.7172,0.4747,2.9546,0.4862,2.0415,left
R,493.99,195.18,249.58,802.99,827.18,-0.0155,8.9642,1.4264,-0.0323,-0.0076,-0.0301,left
P,522.27,200.14,479.76,798.23,812.44,2.9181,5.0748,7.4993,0.0491,-0.0063,0.0061,right
H,504.62,201.41,225.84,793.5,756.29,-4.9595,5.0337,5.3529,0.0503,-0.0095,0.0124,left
J,792.65,794.36,808.05,812.74,167.62,0.2685,9.4732,0.467,2.9967,0.5651,1.9876,right
Q,519.85,221.08,770.86,795.05,794.82,-2.9271,5.5877,7.1019,0.033,-0.0848,-0.0156,left
L,164.04,193.02,794.24,783.94,783.84,-0.4693,7.9904,4.787,-0.0525,-0.0459,0.0383,left
G,499.17,196.13,806.21,795.75,800.56,-5.0327,4.9327,6.2054,0.0108,0.0087,0.0462,left
Q,521.12,210.8,793.99,805.42,798.23,3.0542,5.7695,6.9282,-0.0876,0.0211,0.0165,right
N,716.07,827.35,782.68,778.46,775.91,0.1796,9.5181,0.5561,0.0748,-0.0344,-0.1021,right
R,506.37,189.83,247.93,804.38,805.81,0.3518,9.3871,1.7981,0.0815,0.0342,-0.0304,right
F,402.23,723.32,201.53,171.16,215.53,-0.4329,9.414,2.2061,-0.0247,0.0454,0.0085,left
O,565.06,573.37,570.62,546.07,562.73,-0.1135,8.9694,2.838,-0.0347,0.0057,-0.0199,right
C,505.03,507.45,485.02,503.24,462.2,0.2132,8.5339,4.1243,-0.0024,0.0252,0.0417,right
Z,485.35,197.95,782.26,802.32,785.97,-0.529,9.1192,1.9868,2.4691,1.6129,0.9584,left
K,483.23,189.52,355.65,785.71,803.35,-0.9849,8.9883,2.8917,-0.0299,-0.0507,-0.019,left
I,823.0,797.3,782.41,763.87,195.33,-0.2264,9.4946,0.166,-0.0404,0.0889,-0.0449,left
S,736.03,782.75,823.0,832.81,786.04,-0.228,9.4046,0.2588,-0.0407,0.0164,0.0145,left
Z,485.76,169.71,773.01,791.57,816.72,0.74,9.1051,1.9995,2.4811,1.4793,0.9442,right
P,508.1,184.45,492.44,809.06,787.1,-3.2998,4.8783,7.1879,-0.0991,0.0203,-0.0361,left
F,387.22,752.08,227.89,183.64,183.26,-0.2893,9.2018,1.8277,0.0507,-0.0412,-0.0081,left
H,496.65,206.22,223.47,776.86,766.3,-4.9914,4.8516,5.3235,-0.0339,0.0072,-0.0849,left
A,652.64,806.14,788.94,792.74,800.99,0.2502,9.6703,0.6615,0.0002,-0.0649,-0.0223,left
C,505.38,504.22,504.35,524.48,478.62,-0.3816,8.5263,4.1428,-0.0734,0.0173,-0.0104,left
O,554.33,564.49,565.03,534.64,556.71,-0.1418,8.9064,2.8207,-0.0209,0.0018,-0.0252,right
A,700.99,786.79,816.11,771.89,801.75,-0.0071,9.7338,0.4001,0.014,0.0353,0.003,right
T,626.16,795.32,797.08,796.19,809.56,-0.3586,9.7213,0.2205,-0.0479,-0.0365,-0.0384,left
N,689.84,834.98,789.78,808.61,820.26,-0.3201,9.5886,0.8503,-0.038,-0.0153,0.0983,left
O,543.68,576.75,541.28,546.23,541.01,0.1837,9.0347,3.1256,-0.0313,0.0212,-0.0092,right
V,501.03,208.94,208.1,825.21,802.92,-0.7097,8.839,2.4099,-0.0089,0.0037,-0.0104,left
B,736.53,197.13,199.85,186.68,234.37,-0.1394,10.0144,0.4469,0.2157,0.0235,0.0346,left
X,509.42,500.15,804.38,786.96,794.42,-0.8126,9.5286,0.972,-0.0055,0.0409,-0.0415,left
K,482.01,214.65,392.17,809.73,796.82,-0.9837,8.8137,3.0515,0.0424,0.0029,-0.0648,left
C,525.72,524.94,532.36,510.66,478.01,-0.2018,8.3527,4.0036,-0.0419,0.0208,0.0336,left
M,829.72,806.49,803.96,797.61,785.49,-0.0586,9.5131,0.5861,0.1062,0.01,0.1247,left
V,504.39,206.43,201.41,800.09,811.52,0.5511,8.8735,2.3203,-0.0493,0.0106,0.043,right
S,737.61,808.11,803.23,815.09,818.31,0.3142,9.5788,0.482,-0.0132,-0.0371,0.0438,right
L,224.67,214.14,811.88,811.07,796.81,0.3737,8.0758,4.9058,0.0438,-0.0583,-0.0035,right
V,480.86,198.77,205.74,790.98,809.27,-0.3402,8.6407,2.6366,-0.0585,0.0381,0.0738,left
G,491.14,180.75,796.83,794.81,803.01,5.0258,4.776,6.0261,-0.0075,-0.0316,-0.0686,right
W,511.19,204.98,225.6,192.92,795.54,0.0002,9.1957,1.5532,0.1071,-0.1149,-0.0082,right
B,737.05,170.36,207.85,198.78,186.76,0.14,9.7293,0.3525,-0.0041,0.0375,0.034,left
Q,491.41,206.06,785.35,795.99,807.05,3.1841,5.25,7.2601,0.0239,-0.0251,0.0259,right
F,393.01,721.59,236.56,192.76,196.25,-0.3624,8.972,2.018,-0.0668,-0.013,0.0218,left
Z,476.19,196.54,793.08,791.93,805.98,-0.5929,8.7959,1.9112,2.6013,1.5607,0.9628,left
L,213.54,204.74,813.38,806.76,818.74,0.3439,8.2907,5.1531,-0.0298,0.0398,0.0033,right
U,498.3,211.7,214.27,794.28,799.97,-0.1101,9.7325,1.0708,0.0271,0.0608,-0.0371,left
R,502.99,204.38,221.45,806.32,816.67,-0.4225,9.2005,1.8123,0.0872,-0.0026,0.0508,left
H,492.86,184.78,183.69,819.35,807.97,4.9287,4.9727,5.6542,-0.0048,0.0016,0.007,right
V,479.67,212.32,196.55,793.79,791.21,0.6199,9.0258,2.5528,-0.0075,-0.0029,0.0087,right
U,477.9,189.08,194.18,810.9,786.0,0.104,9.6211,1.2098,-0.0426,-0.0734,-0.0538,right
N,694.85,800.63,795.55,805.61,812.47,0.1816,9.2354,0.7217,0.0537,-0.0335,-0.1049,right
O,552.49,594.92,551.52,547.57,576.25,-0.0493,8.7554,3.0019,-0.0609,-0.0495,0.0324,left
N,677.89,766.84,784.8,796.59,773.96,0.1906,9.6266,0.8726,-0.0674,-0.0302,0.0303,right
P,493.12,191.88,497.67,796.47,794.37,-3.1859,4.9388,7.3814,0.0584,0.031,-0.0162,left
U,496.33,183.55,206.68,797.62,822.62,0.1395,9.7589,1.1333,0.0287,-0.0044,0.059,right
X,485.88,489.11,820.12,797.71,803.72,-0.4044,9.7596,1.4825,-0.0139,-0.0435,-0.1128,left
X,485.58,507.38,781.09,831.23,804.8,0.364,9.3218,1.0688,-0.0682,-0.023,0.0986,right
U,508.96,183.98,205.71,807.57,803.78,0.2475,9.6862,0.8589,0.0048,0.0169,0.0537,right
C,516.49,494.85,504.99,513.9,479.79,-0.3824,8.3532,4.0943,-0.0134,-0.0525,0.0321,left
Z,474.84,173.62,797.65,782.54,781.6,-0.4991,9.2164,1.7732,2.4627,1.4466,1.0352,left
N,681.29,801.26,809.09,794.41,785.65,0.3968,9.4091,0.8036,-0.1155,-0.0827,0.0575,right
I,813.41,756.61,793.78,788.84,214.94,-0.0829,9.7663,0.4468,-0.0333,0.016,0.0391,left
F,380.26,726.38,189.02,204.55,221.54,0.3448,9.2464,1.9861,-0.0034,0.0298,-0.0272,right
Y,180.73,804.46,800.67,813.11,192.1,0.1821,8.7073,4.1433,-0.052,0.0117,0.0939,right
F,376.9,746.05,187.88,204.34,183.19,-0.387,9.1203,1.8143,0.0189,-0.0403,-0.0109,left
H,511.28,228.84,199.86,806.67,827.97,-5.0174,5.0873,5.4442,-0.004,0.0654,0.0414,left
K,494.71,196.86,383.3,816.66,783.25,-0.783,8.8976,2.8808,0.0222,-0.0047,-0.003,left
J,814.82,804.56,827.65,830.65,236.46,0.2551,9.5158,0.4095,3.0212,0.4852,1.9098,right
P,508.46,204.84,506.53,798.02,803.92,2.8175,4.8174,7.6907,-0.0007,-0.0681,-0.0287,right
Z,501.85,190.27,805.04,787.31,790.35,0.7869,9.0366,2.1792,2.4686,1.5509,0.9834,right
D,514.17,176.6,818.43,796.53,801.88,0.2373,9.691,1.5703,0.0566,0.0071,-0.0339,right
J,783.69,791.73,806.59,810.33,179.44,-0.1918,9.7028,0.4614,3.0682,0.4887,1.9604,left
N,676.62,786.14,802.95,783.26,800.2,-0.2884,9.3708,0.8641,-0.081,-0.0332,0.0555,left
H,500.06,182.27,221.83,802.57,762.35,4.9236,4.9841,5.6006,0.0459,-0.0838,-0.0185,right
O,572.26,565.56,553.4,576.57,566.92,0.0048,8.9931,2.8075,0.0555,0.0219,-0.0328,left
P,492.53,196.76,496.19,802.39,781.83,3.0381,4.995,7.4304,0.0629,-0.004,-0.007,right
L,196.43,210.86,816.14,815.99,799.37,-0.638,7.8197,4.967,0.0444,0.0621,-0.0125,left
U,500.85,206.81,211.22,818.17,813.48,0.2025,9.4022,1.0671,0.0502,0.0499,0.0012,right
M,837.68,817.85,811.6,792.69,793.83,0.6417,9.3677,0.8141,0.0425,0.0365,-0.088,right
T,625.99,787.32,797.22,793.82,800.42,0.2879,9.7025,0.46,0.0189,-0.0298,-0.0949,right
F,384.9,738.74,192.76,206.35,165.22,0.4731,9.1237,1.8594,0.0283,0.0289,0.0602,right
W,514.39,198.96,204.15,222.95,775.12,-0.4115,9.5288,1.6402,-0.1071,0.044,-0.0338,left
Y,196.92,819.29,814.91,797.06,191.42,-0.308,8.8892,3.9975,0.0304,-0.0412,0.0061,left
V,539.48,190.07,184.34,814.91,801.17,0.6275,9.1939,2.772,0.058,-0.0109,0.0525,right
Q,517.38,198.25,769.07,823.42,793.25,3.067,5.291,6.8155,-0.0365,0.0054,0.063,right
G,491.3,185.02,786.28,822.35,830.46,-4.9066,5.1702,6.1825,0.0054,0.0168,-0.1135,left
O,553.72,572.3,568.16,556.54,562.7,-0.1213,9.3513,3.0665,0.061,-0.0812,0.0463,right
N,683.86,780.83,819.98,787.56,778.76,-0.4744,9.5011,0.8931,0.0335,-0.0275,0.036,left
N,683.56,780.51,797.59,799.44,818.96,0.5301,9.4127,0.5936,-0.0806,-0.0443,0.003,right
X,498.59,501.59,793.34,798.1,793.91,-0.5011,9.4029,1.3548,0.0587,-0.0373,-0.0214,left
G,508.87,184.35,768.84,802.03,780.91,5.0285,4.7768,6.1172,0.0258,-0.064,-0.0482,right
L,181.94,188.71,801.63,753.27,799.83,0.6534,7.9725,5.21,-0.0272,0.0506,-0.0152,right
R,494.46,200.34,257.67,792.74,781.65,-0.1612,9.3026,2.0846,-0.0392,-0.0535,0.0258,left
H,530.32,209.57,208.01,793.29,807.31,-5.1576,5.0998,5.5966,0.0357,-0.0378,-0.0579,left
D,505.73,174.54,810.99,811.62,785.66,-0.1319,9.4856,1.5021,-0.0792,-0.0171,0.1003,left
S,753.81,802.31,815.66,759.93,798.17,0.0354,9.7125,0.6907,0.0414,0.0309,0.0091,right
O,548.04,563.63,567.64,550.59,569.35,-0.0545,8.9314,3.1684,0.0025,0.0219,0.069,left
H,498.09,192.34,191.57,771.29,807.65,-4.9299,4.755,5.5414,0.0451,-0.0165,0.0647,left
Y,187.32,795.03,802.15,808.06,210.89,0.0943,8.6595,3.8022,0.056,-0.0531,0.0117,right
P,468.96,230.2,490.87,822.28,818.05,3.0374,4.9002,7.5495,-0.0849,-0.0583,0.0275,right
A,690.8,803.52,809.6,786.5,807.07,-0.3111,9.9012,0.4847,0.1002,-0.0325,-0.0606,left
T,625.39,788.55,779.27,794.61,813.74,0.1095,9.6222,0.5126,-0.0311,0.0581,-0.0395,right
P,502.64,204.05,511.87,815.19,806.15,2.9721,4.9743,7.4635,-0.0793,-0.0562,0.0625,right
X,494.97,490.08,807.22,808.82,804.19,-0.2252,9.4126,1.0807,-0.0249,0.0073,0.0344,left
Q,507.54,211.97,792.4,824.05,793.2,2.8831,5.5032,6.8817,-0.0353,-0.0596,-0.0823,right
O,572.66,547.98,579.3,554.82,535.82,0.1636,8.9532,3.2006,0.015,0.0253,-0.0227,left
K,492.92,167.11,402.93,821.52,793.61,1.0027,9.0791,3.0918,-0.0643,-0.1147,0.0273,right
R,495.44,170.65,271.59,791.39,813.61,-0.0261,9.3774,1.9313,0.0318,0.0095,0.0245,left
W,497.11,199.6,246.36,219.05,808.28,0.3371,9.5659,1.3757,-0.0043,0.0098,0.0408,right
N,673.11,804.75,806.21,770.25,798.15,0.4639,9.5746,0.8932,-0.0051,0.0015,0.0837,right
R,494.1,219.49,261.44,793.39,786.76,-0.552,9.1846,1.7614,-0.052,-0.0422,0.0497,left
E,598.13,653.37,661.79,689.74,652.98,0.1842,9.721,0.8656,-0.0283,0.067,-0.0168,right
T,632.93,796.29,799.75,806.22,817.35,-0.4686,9.7449,0.5913,0.014,0.0277,-0.054,left
U,486.63,196.54,190.35,808.99,824.33,-0.0686,9.6835,1.0881,-0.0405,0.0274,0.0451,left
A,698.55,770.59,820.32,782.13,791.64,0.1601,9.7153,0.3936,-0.0539,-0.0157,0.0355,right
B,724.13,184.32,206.24,181.85,180.33,-0.1173,9.7241,0.3491,0.025,0.0466,0.0112,right
E,598.22,714.38,667.41,682.1,693.56,-0.0637,9.6508,0.7771,-0.0602,-0.0444,-0.0913,right
K,500.62,186.32,387.64,785.94,778.22,1.1066,8.9953,2.9488,0.0383,0.0314,-0.0135,right
H,504.61,207.64,190.08,806.73,809.08,4.9165,4.9116,5.6252,0.0425,-0.05,-0.0292,right
S,739.64,816.01,801.42,802.18,784.37,-0.0519,9.8995,0.4376,0.0362,0.0229,0.0606,right
Z,498.07,203.29,798.04,820.53,798.09,-0.3441,8.826,1.7931,2.5173,1.5348,0.972,left
F,358.28,752.11,208.71,193.54,208.3,-0.4312,9.2125,2.1542,0.0326,0.1002,0.0594,left
B,726.52,207.96,197.57,179.6,183.64,0.0546,9.8121,0.2255,-0.047,-0.048,0.0434,right
Q,485.8,207.13,799.91,803.68,801.14,-2.9892,5.5705,7.2123,0.0232,-0.0241,-0.0761,left
M,781.15,810.1,808.05,790.88,798.04,-0.3189,9.5981,0.7786,-0.0833,0.046,0.0207,left
J,799.07,802.02,792.02,814.77,209.0,-0.2081,9.5629,0.3441,2.9509,0.4635,2.0322,right
O,545.78,549.31,568.47,568.84,574.49,-0.353,9.1086,2.9242,0.0683,0.0206,-0.0478,right
U,522.92,203.58,229.96,789.9,791.16,0.076,9.6608,1.0278,0.0002,0.0622,0.0573,right
D,534.92,202.56,783.13,799.41,790.98,0.2024,9.5012,1.3681,-0.0196,0.0353,-0.0632,right
G,528.54,219.79,775.07,811.48,766.42,4.9838,5.0178,5.8973,-0.0663,-0.0484,0.0369,right
C,517.66,494.06,514.95,510.61,496.8,0.3118,8.8409,4.154,0.0458,0.0697,0.0251,right
V,489.24,172.27,191.98,810.38,796.87,-0.2628,9.1267,2.6523,0.0291,0.0226,0.0328,left
V,519.11,206.8,211.78,817.59,829.78,-0.4185,9.0517,2.6724,-0.0585,-0.0148,0.1022,left
A,684.84,810.59,792.28,814.61,783.87,0.1632,9.6349,0.8629,-0.0836,0.0449,-0.0817,left
E,628.35,668.21,667.19,709.39,694.38,-0.1333,9.5852,0.8942,0.0054,-0.0596,-0.0667,right
X,486.39,497.95,798.58,807.48,782.51,-0.0786,9.3128,1.2429,-0.0654,-0.0295,0.0802,left
U,454.93,186.24,225.85,811.85,787.68,0.136,9.2421,1.2365,0.022,0.0282,-0.0314,right
J,798.69,791.95,800.01,797.69,211.96,0.1866,9.7191,0.4158,3.0566,0.3978,2.0578,right
T,637.58,791.26,795.95,797.93,788.36,0.2034,9.613,0.1652,0.0448,-0.054,-0.0015,right
X,498.49,496.39,799.45,802.5,798.76,-0.1143,9.5406,1.2989,0.0247,0.0802,-0.089,left
B,722.43,206.43,196.12,203.66,176.88,0.0456,10.0013,0.0122,-0.1704,0.0083,0.0257,left
D,501.91,196.69,791.35,802.8,793.57,0.0876,9.3288,1.3649,0.0929,-0.0598,0.0335,right
D,485.44,208.43,796.81,806.75,794.4,-0.1182,9.5605,1.5854,0.0719,-0.0141,-0.0797,left
I,810.47,811.68,798.14,803.32,181.65,-0.2157,10.1143,0.2928,0.0425,0.0393,-0.0756,right
N,676.68,793.55,782.23,808.65,805.45,-0.1624,9.714,0.7731,-0.0264,0.0711,0.0264,left
O,552.8,530.6,578.52,551.48,568.48,-0.1143,9.0971,3.0661,-0.0526,0.0905,0.0142,right
T,634.55,777.69,800.99,802.31,811.42,-0.4006,9.5573,0.4182,0.05,0.0362,-0.0097,left
N,682.41,817.15,797.37,784.24,808.37,-0.3288,9.5517,0.6898,0.0181,-0.0045,-0.0253,left
N,680.51,814.95,793.59,783.27,799.78,0.2515,9.3594,0.8946,-0.0331,0.0633,0.02,right
T,618.26,789.49,771.56,793.02,818.86,0.253,9.6638,0.4141,0.0112,-0.0144,-0.0195,right
S,750.66,785.0,787.96,808.11,797.19,-0.2414,9.4632,0.35,0.0557,-0.0324,-0.0052,left
G,506.0,211.29,799.74,792.47,815.94,-4.8329,4.9512,5.881,0.0352,0.1364,-0.0756,left
J,809.58,812.03,802.14,794.67,198.58,-0.3066,9.5555,0.331,3.059,0.4917,1.9902,left
V,504.69,214.63,186.68,798.58,791.82,-0.3946,8.8548,2.4526,0.0294,-0.0146,0.0049,left
O,561.38,564.17,558.76,560.38,532.65,0.3507,9.1985,2.9125,-0.0822,0.0482,0.0977,left
P,511.28,186.53,514.69,789.37,810.53,-3.2782,5.2539,7.5247,-0.0198,0.0195,-0.0166,left
I,803.18,813.72,807.02,813.5,193.98,0.2362,9.6464,0.4142,0.0288,-0.0665,-0.0127,right
S,768.14,798.23,828.87,786.77,781.67,0.0678,9.7529,0.2441,-0.0234,-0.0549,-0.0738,left
U,493.72,208.0,179.08,801.41,789.84,-0.2036,9.5952,1.0015,0.0338,-0.0413,0.021,left
K,521.86,219.14,402.84,811.26,777.45,-1.1784,9.1171,2.939,-0.0154,-0.0462,0.0651,left
T,640.72,809.99,807.38,782.32,814.09,0.2776,9.6213,0.389,-0.0019,-0.055,0.0048,right
T,621.0,795.85,779.98,794.74,794.89,0.2937,9.5705,0.64,-0.0903,0.0315,-0.0061,right
N,684.09,806.86,820.27,797.28,817.37,0.326,9.5437,0.5471,-0.0276,-0.1031,-0.0424,right
X,496.38,493.56,791.91,787.25,788.17,0.1966,9.4164,1.4162,0.0009,0.0267,0.0604,right
M,806.01,781.52,795.98,804.03,810.0,0.3885,9.4143,0.6021,0.0223,-0.0034,-0.0118,right
D,482.33,173.87,796.6,810.12,815.81,0.0858,9.5793,1.6645,-0.0493,-0.0203,0.0364,right
A,679.88,795.06,777.21,785.67,807.94,0.0467,9.9979,0.5049,-0.0294,-0.0357,0.0189,right
F,373.91,761.19,214.66,207.55,225.68,-0.5077,9.1209,1.7919,0.0049,-0.0383,0.0077,left
D,487.97,185.91,812.29,793.24,832.32,0.2637,9.3693,1.5531,-0.0513,0.1029,0.0291,right
N,666.29,809.81,805.92,822.13,825.96,-0.4003,9.37,0.4803,-0.0184,0.0353,-0.0293,left
T,604.15,811.41,803.52,789.63,835.18,0.1974,9.8034,0.6388,-0.0189,-0.007,0.0453,right
P,519.76,199.15,511.38,804.91,768.66,-3.1574,4.9637,7.3393,-0.003,0.0907,-0.0553,left
J,802.4,762.19,788.46,801.26,193.72,0.0081,9.7726,0.4815,2.9881,0.4911,2.0467,left
O,562.87,562.91,603.5,581.62,564.06,-0.0623,9.1214,2.9166,-0.0034,0.0105,-0.083,left
C,492.67,500.24,479.86,500.05,459.28,0.2269,8.8485,3.9712,0.0671,0.0732,-0.0434,right
D,514.06,196.44,814.06,794.63,810.24,-0.1246,9.5575,1.5664,0.084,-0.0281,0.0702,left
T,632.5,777.66,769.19,792.57,811.46,0.3313,9.2993,0.5904,0.1299,0.0175,0.0437,right
V,500.48,192.41,200.44,805.55,809.17,-0.4115,9.0434,2.4303,-0.0368,-0.0066,0.0045,left
V,488.72,182.46,176.16,793.48,804.59,0.6699,9.0046,2.361,0.0529,0.0691,0.0012,right
X,505.75,505.51,796.44,766.91,823.9,-0.6081,9.2884,1.1675,-0.0178,0.0959,0.0151,left
U,465.7,184.32,192.39,785.82,786.74,0.2089,9.6651,1.1855,0.0202,-0.0092,-0.0607,right
O,550.96,550.19,572.69,578.83,556.21,-0.1778,8.9636,3.198,0.0285,-0.0217,0.0569,left
Q,516.03,225.26,786.52,812.36,789.73,-2.9169,5.6127,7.1024,0.0145,0.0633,0.0748,left
D,498.43,199.08,839.09,799.86,810.26,-0.363,9.3983,1.4321,-0.023,-0.0525,-0.0208,left
L,192.74,210.98,803.79,792.27,810.75,0.3602,7.9103,4.9816,-0.0391,0.0324,-0.0346,right
S,742.51,819.03,797.41,807.2,792.13,-0.1321,9.7442,0.2627,0.0048,-0.0306,-0.0316,left
G,499.63,186.61,807.55,807.55,809.86,4.9846,5.2074,6.1204,-0.0264,-0.0222,-0.0507,right
N,697.91,800.41,809.36,817.93,807.76,0.3053,9.5639,0.9139,0.0366,-0.0039,-0.0455,right
L,178.22,200.78,797.78,791.76,817.8,-0.6232,8.11,4.621,0.011,-0.07,0.0497,left
X,494.24,523.79,818.92,819.76,811.8,-0.5437,9.3487,1.4073,0.0018,0.0335,0.0837,left
Z,507.26,191.36,805.06,786.17,805.25,0.5825,8.9988,2.1121,2.5227,1.3729,1.0196,right
R,499.67,187.43,268.3,843.25,800.78,0.5224,9.384,1.5098,-0.0656,-0.0516,0.0204,right
T,620.06,799.51,814.03,786.36,808.18,0.4064,9.7664,0.544,-0.0312,-0.054,0.0055,right
S,759.12,796.98,771.36,774.28,793.25,-0.0739,9.5562,0.137,0.0502,0.0586,0.0058,left
I,773.37,815.46,792.97,791.74,213.57,-0.3169,9.9287,0.6764,-0.0003,0.0689,-0.0268,left
Z,495.29,191.29,789.44,799.19,798.82,0.438,9.0362,1.71,2.5398,1.549,0.9677,right
G,487.32,212.68,779.49,795.77,823.34,4.8957,4.941,6.0529,-0.0696,-0.046,0.0333,right
L,194.85,237.96,810.63,784.69,823.55,0.6284,7.8277,5.0601,0.003,0.0893,0.0482,right
E,621.41,695.95,706.56,682.52,667.02,-0.0764,9.6171,1.1947,-0.0669,-0.0374,-0.011,right
G,487.9,227.34,795.54,782.96,817.43,-4.8844,5.0128,5.9265,-0.0138,-0.0746,0.0186,left
K,493.61,193.85,413.27,809.58,802.9,-1.0179,8.789,2.8276,-0.0869,-0.0059,-0.0659,left
D,527.94,199.41,801.98,799.76,792.06,-0.3423,9.6707,1.3832,-0.0915,-0.0871,-0.0181,left
N,648.63,810.56,782.48,825.79,785.68,-0.4704,9.5326,0.7134,-0.0955,-0.0542,-0.0342,left
Q,481.01,200.67,800.21,817.34,787.5,2.7576,5.3991,6.9649,-0.0079,-0.0461,0.0101,right
G,501.65,206.47,788.99,784.41,793.91,-4.9896,5.0018,5.9702,0.1246,0.0286,-0.0488,left
E,615.06,653.37,652.22,669.93,688.95,0.2538,9.5878,0.6307,0.0522,0.0032,0.0702,right
W,509.99,199.21,196.73,180.64,791.22,0.3934,9.297,1.3038,-0.0983,-0.0229,-0.0015,right
Z,522.74,198.59,787.25,787.47,806.69,-0.6321,9.2869,2.1487,2.5022,1.4885,1.0153,left
Z,499.88,213.98,810.58,806.61,817.46,-0.586,8.6918,1.871,2.5089,1.5131,0.9765,left
Q,486.8,196.49,767.05,779.58,803.78,-3.1255,5.4519,6.7988,0.0115,0.0236,0.106,left
O,555.41,576.81,574.68,565.19,547.28,-0.02,8.8567,2.6315,0.0243,-0.0558,-0.0293,left
I,826.3,811.17,773.1,793.28,185.46,-0.3047,9.7581,0.6121,0.0737,0.0669,-0.0017,left
J,784.22,797.99,794.42,789.64,200.35,0.0193,9.552,0.2698,3.0382,0.4506,2.0773,right
T,624.74,798.23,800.43,800.28,794.45,0.0153,9.6799,0.3936,-0.0887,-0.0089,0.0639,left
R,496.11,177.49,245.34,793.6,802.53,-0.4756,9.3347,1.9403,-0.0196,-0.0064,-0.0368,left
Y,192.63,813.16,795.26,789.79,179.11,-0.1514,8.8374,3.8318,0.0177,0.0774,-0.0152,left
N,644.77,794.92,802.36,825.03,813.42,0.2764,9.2867,0.8305,-0.0627,0.003,-0.0708,right
Y,190.75,796.83,813.43,780.61,200.88,0.2511,8.7366,4.1354,0.0404,-0.0052,-0.0155,right
J,792.49,817.69,799.27,820.53,199.0,-0.1539,9.6626,0.3247,3.0086,0.4823,2.0676,right
P,504.13,198.38,497.92,802.31,802.88,-3.1067,5.1459,7.4375,0.0807,-0.0173,-0.0223,left
P,490.42,182.21,489.31,815.83,825.49,-2.8336,4.9561,7.2229,0.1002,-0.0528,0.0641,left
D,497.34,205.62,832.98,822.7,802.7,0.0168,9.4279,1.4261,-0.0238,-0.0252,-0.0375,right
V,519.73,184.56,179.67,810.85,805.09,-0.6979,9.173,2.8681,0.0431,-0.0935,0.0205,left
R,519.61,219.22,247.68,797.53,803.87,0.2703,9.3253,1.6551,0.0317,0.0075,-0.003,right
L,206.88,186.83,799.85,793.14,798.67,-0.5636,8.1956,4.9216,-0.0125,0.0473,0.0709,left
J,774.74,796.3,807.06,806.1,191.57,-0.0593,9.5447,0.2946,2.929,0.5654,1.9798,left
I,793.87,798.77,787.55,802.82,207.85,-0.0938,9.6754,0.5106,-0.0464,0.062,0.0642,right
K,459.69,201.76,386.24,812.83,793.01,-0.9065,9.0753,2.8685,-0.0449,0.126,-0.0773,left
Y,199.0,803.0,780.21,806.9,200.78,0.298,8.7047,4.2148,0.0059,-0.0544,0.0442,right
H,519.61,223.38,191.6,823.06,778.0,-4.9997,4.9345,5.5849,-0.0746,0.0376,0.0062,left
M,799.34,796.03,783.17,790.89,794.55,0.0922,9.6477,0.8806,-0.0016,-0.0681,0.0052,right
G,488.77,179.53,769.39,788.97,821.68,4.9629,4.625,5.9062,-0.0145,0.0685,0.0216,right
I,804.23,805.31,783.1,797.44,215.64,0.1892,9.589,0.4501,-0.0393,0.0761,-0.0945,left
V,501.32,196.77,177.35,790.31,810.86,0.4999,9.2734,2.778,-0.0048,0.0394,0.0347,right
C,518.86,529.3,496.71,521.62,499.96,-0.1554,8.5742,3.9487,-0.034,0.0259,-0.0114,left
G,516.33,170.97,807.28,770.62,786.61,4.9759,5.2302,5.6277,-0.0766,-0.0358,0.0346,right
K,474.92,231.53,388.65,816.39,796.1,-1.0203,8.8809,3.1402,-0.0054,0.0365,-0.0465,left
I,815.67,797.68,807.4,789.2,221.12,0.0207,9.5581,0.207,0.0435,-0.0724,0.0571,left
